"","year","from","to","points","contig","comlang_off","colony","dist","rank","from_number","to_number"
"13709",1997,"Switzerland","Germany",5,1,1,0,503.8007,6,10,4
"13710",1997,"Switzerland","Greece",0,0,0,0,1662.651,11,10,14
"13711",1997,"Switzerland","Iceland",0,0,0,0,2617.349,11,10,19
"13712",1997,"Switzerland","Ireland",7,0,0,0,1203.958,4,10,7
"13713",1997,"Switzerland","Israel",0,0,0,0,2847.535,11,10,13
"13714",1997,"Switzerland","Italy",10,1,1,0,692.6592,2,10,21
"13715",1997,"Switzerland","Malta",0,0,0,0,1363.745,11,10,20
"13716",1997,"Switzerland","Norway",0,0,0,0,1459.379,11,10,5
"13717",1997,"Switzerland","Portugal",0,0,0,0,1626.974,11,10,9
"13718",1997,"Switzerland","Slovenia",0,0,0,0,549.9726,11,10,23
"13719",1997,"Switzerland","Spain",8,0,0,0,1153.117,3,10,1
"13720",1997,"Switzerland","Sweden",0,0,0,0,1546.508,11,10,6
"13721",1997,"Switzerland","Switzerland",-1,0,0,0,76.42681,-1,10,10
"13722",1997,"Switzerland","The Netherlands",0,0,0,0,628.025,11,10,11
"13723",1997,"Switzerland","Turkey",6,0,0,0,1837.154,5,10,15
"13724",1997,"Switzerland","United Kingdom",12,0,0,0,748.7117,1,10,2
"13726",1997,"The Netherlands","Austria",3,0,0,0,934.7828,8,11,16
"13727",1997,"The Netherlands","Belgium",0,1,1,0,173.0333,11,11,8
"13728",1997,"The Netherlands","Croatia",0,0,0,0,1085.255,11,11,22
"13729",1997,"The Netherlands","Cyprus",10,0,0,0,2949.04,2,11,18
"13730",1997,"The Netherlands","Denmark",0,0,0,0,622.9741,11,11,17
"13731",1997,"The Netherlands","Estonia",0,0,0,0,1459.083,11,11,24
"13732",1997,"The Netherlands","Finland",0,0,0,0,1505.523,11,11,12
"13733",1997,"The Netherlands","France",5,0,0,0,427.9169,6,11,3
"13734",1997,"The Netherlands","Germany",0,1,0,0,173.5239,11,11,4
"13735",1997,"The Netherlands","Greece",0,0,0,0,2162.912,11,11,14
"13736",1997,"The Netherlands","Iceland",0,0,0,0,2022.635,11,11,19
"13737",1997,"The Netherlands","Ireland",4,0,0,0,756.7269,7,11,7
"13738",1997,"The Netherlands","Israel",0,0,0,0,3296.282,11,11,13
"13739",1997,"The Netherlands","Italy",7,0,0,0,1297.695,4,11,21
"13740",1997,"The Netherlands","Malta",0,0,0,0,1981.948,11,11,20
"13741",1997,"The Netherlands","Norway",0,0,0,0,916.1565,11,11,5
"13742",1997,"The Netherlands","Portugal",0,0,0,0,1862.043,11,11,9
"13743",1997,"The Netherlands","Slovenia",0,0,0,0,986.5178,11,11,23
"13744",1997,"The Netherlands","Spain",6,0,0,0,1481.366,5,11,1
"13745",1997,"The Netherlands","Sweden",0,0,0,0,1128.93,11,11,6
"13746",1997,"The Netherlands","Switzerland",0,0,0,0,628.025,11,11,10
"13747",1997,"The Netherlands","The Netherlands",-1,0,0,0,76.95715,-1,11,11
"13748",1997,"The Netherlands","Turkey",2,0,0,0,2209.789,9,11,15
"13749",1997,"The Netherlands","United Kingdom",12,0,0,0,360.315,1,11,2
"13751",1997,"Turkey","Austria",0,0,0,0,1275.02,11,15,16
"13752",1997,"Turkey","Belgium",0,0,0,0,2179.392,11,15,8
"13753",1997,"Turkey","Croatia",0,0,0,0,1174.147,11,15,22
"13754",1997,"Turkey","Cyprus",0,0,1,1,759.5555,11,15,18
"13755",1997,"Turkey","Denmark",0,0,0,0,2018.479,11,15,17
"13756",1997,"Turkey","Estonia",0,0,0,0,2066.79,11,15,24
"13757",1997,"Turkey","Finland",0,0,0,0,2143.137,11,15,12
"13758",1997,"Turkey","France",2,0,0,0,2255.81,9,15,3
"13759",1997,"Turkey","Germany",0,0,0,0,2038.332,11,15,4
"13760",1997,"Turkey","Greece",0,1,0,1,560.7139,11,15,14
"13761",1997,"Turkey","Iceland",0,0,0,0,4123.079,11,15,19
"13762",1997,"Turkey","Ireland",6,0,0,0,2953.092,5,15,7
"13763",1997,"Turkey","Israel",0,0,0,0,1123.008,11,15,13
"13764",1997,"Turkey","Italy",5,0,0,0,1373.27,6,15,21
"13765",1997,"Turkey","Malta",12,0,0,0,1377.856,1,15,20
"13766",1997,"Turkey","Norway",0,0,0,0,2447.23,11,15,5
"13767",1997,"Turkey","Portugal",0,0,0,0,3236.776,11,15,9
"13768",1997,"Turkey","Slovenia",10,0,0,0,1290.683,2,15,23
"13769",1997,"Turkey","Spain",4,0,0,0,2740.029,7,15,1
"13770",1997,"Turkey","Sweden",0,0,0,0,2172.529,11,15,6
"13771",1997,"Turkey","Switzerland",0,0,0,0,1837.154,11,15,10
"13772",1997,"Turkey","The Netherlands",1,0,0,0,2209.789,10,15,11
"13773",1997,"Turkey","Turkey",-1,0,0,0,332.3085,-1,15,15
"13774",1997,"Turkey","United Kingdom",7,0,0,0,2501.886,4,15,2
"13776",1997,"United Kingdom","Austria",0,0,0,0,1238.199,11,2,16
"13777",1997,"United Kingdom","Belgium",0,0,0,0,323.7796,11,2,8
"13778",1997,"United Kingdom","Croatia",1,0,0,0,1341.216,10,2,22
"13779",1997,"United Kingdom","Cyprus",5,0,0,1,3223.638,6,2,18
"13780",1997,"United Kingdom","Denmark",2,0,0,0,959.5936,9,2,17
"13781",1997,"United Kingdom","Estonia",10,0,0,0,1787.092,2,2,24
"13782",1997,"United Kingdom","Finland",0,0,0,0,1826.928,11,2,12
"13783",1997,"United Kingdom","France",0,0,0,0,342.9475,11,2,3
"13784",1997,"United Kingdom","Germany",0,0,0,0,495.3633,11,2,4
"13785",1997,"United Kingdom","Greece",0,0,0,0,2394.85,11,2,14
"13786",1997,"United Kingdom","Iceland",6,0,0,0,1891.859,5,2,19
"13787",1997,"United Kingdom","Ireland",12,1,1,1,460.4115,1,2,7
"13788",1997,"United Kingdom","Israel",0,0,1,1,3561.059,11,2,13
"13789",1997,"United Kingdom","Italy",3,0,0,0,1438.425,8,2,21
"13790",1997,"United Kingdom","Malta",0,0,1,1,2092.273,11,2,20
"13791",1997,"United Kingdom","Norway",0,0,0,0,1157.104,11,2,5
"13792",1997,"United Kingdom","Portugal",0,0,0,0,1583.091,11,2,9
"13793",1997,"United Kingdom","Slovenia",0,0,0,0,1230.756,11,2,23
"13794",1997,"United Kingdom","Spain",0,0,0,0,1263.379,11,2,1
"13795",1997,"United Kingdom","Sweden",7,0,0,0,1437.571,4,2,6
"13796",1997,"United Kingdom","Switzerland",0,0,0,0,748.7117,11,2,10
"13797",1997,"United Kingdom","The Netherlands",0,0,0,0,360.315,11,2,11
"13798",1997,"United Kingdom","Turkey",4,0,0,0,2501.886,7,2,15
"13799",1997,"United Kingdom","United Kingdom",-1,0,0,0,185.8346,-1,2,2
"13801",1998,"Austria","Austria",-2,0,0,0,108.9196,-1,16,16
"13802",1998,"Austria","Belgium",-2,0,1,0,914.4633,-1,16,8
"13803",1998,"Austria","Croatia",-2,0,0,1,270.6798,-1,16,22
"13804",1998,"Austria","Cyprus",-2,0,0,0,2017.949,-1,16,18
"13805",1998,"Austria","Denmark",-2,0,0,0,868.5304,-1,16,17
"13806",1998,"Austria","Estonia",-2,0,0,0,1360.358,-1,16,24
"13807",1998,"Austria","Finland",-2,0,0,0,1437.813,-1,16,12
"13808",1998,"Austria","France",-2,0,0,0,1035.144,-1,16,3
"13809",1998,"Austria","Germany",-2,1,1,0,763.7314,-1,16,4
"13810",1998,"Austria","Greece",-2,0,0,0,1283.6,-1,16,14
"13811",1998,"Austria","Iceland",-2,0,0,0,2891.521,-1,16,19
"13812",1998,"Austria","Ireland",-2,0,0,0,1681.996,-1,16,7
"13813",1998,"Austria","Israel",-2,0,0,0,2369.546,-1,16,13
"13814",1998,"Austria","Italy",-2,1,0,0,767.4132,-1,16,21
"13815",1998,"Austria","Malta",-2,0,0,0,1379.07,-1,16,20
"13816",1998,"Austria","Norway",-2,0,0,0,1351.699,-1,16,5
"13817",1998,"Austria","Portugal",-2,0,0,0,2299.266,-1,16,9
"13818",1998,"Austria","Slovenia",-2,1,0,1,277.8844,-1,16,23
"13819",1998,"Austria","Spain",-2,0,0,0,1811.999,-1,16,1
"13820",1998,"Austria","Sweden",-2,0,0,0,1242.31,-1,16,6
"13821",1998,"Austria","Switzerland",-2,1,1,0,684.8875,-1,16,10
"13822",1998,"Austria","The Netherlands",-2,0,0,0,934.7828,-1,16,11
"13823",1998,"Austria","Turkey",-2,0,0,0,1275.02,-1,16,15
"13824",1998,"Austria","United Kingdom",-2,0,0,0,1238.199,-1,16,2
"13826",1998,"Belgium","Austria",0,0,1,0,914.4633,11,8,16
"13827",1998,"Belgium","Belgium",-1,0,0,0,68.44467,-1,8,8
"13828",1998,"Belgium","Croatia",5,0,0,0,1024.412,6,8,22
"13829",1998,"Belgium","Cyprus",2,0,0,0,2904.975,9,8,18
"13830",1998,"Belgium","Denmark",0,0,0,0,767.1575,11,8,17
"13831",1998,"Belgium","Estonia",0,0,0,0,1601.098,11,8,24
"13832",1998,"Belgium","Finland",0,0,0,0,1651.582,11,8,12
"13833",1998,"Belgium","France",0,1,1,0,262.3845,11,8,3
"13834",1998,"Belgium","Germany",7,1,1,0,196.8761,4,8,4
"13835",1998,"Belgium","Greece",0,0,0,0,2089.225,11,8,14
"13836",1998,"Belgium","Iceland",0,0,0,0,2133.168,11,8,19
"13837",1998,"Belgium","Ireland",0,0,0,0,775.6281,11,8,7
"13838",1998,"Belgium","Israel",10,0,0,0,3245.262,2,8,13
"13839",1998,"Belgium","Italy",0,0,0,0,1174.904,11,8,21
"13840",1998,"Belgium","Malta",8,0,0,0,1851.035,3,8,20
"13841",1998,"Belgium","Norway",4,0,0,0,1087.773,7,8,5
"13842",1998,"Belgium","Portugal",1,0,0,0,1711.396,10,8,9
"13843",1998,"Belgium","Slovenia",0,0,0,0,916.7943,11,8,23
"13844",1998,"Belgium","Spain",3,0,0,0,1316.64,8,8,1
"13845",1998,"Belgium","Sweden",0,0,0,0,1283.716,11,8,6
"13846",1998,"Belgium","Switzerland",0,0,1,0,487.4555,11,8,10
"13847",1998,"Belgium","The Netherlands",12,1,1,0,173.0333,1,8,11
"13848",1998,"Belgium","Turkey",0,0,0,0,2179.392,11,8,15
"13849",1998,"Belgium","United Kingdom",6,0,0,0,323.7796,5,8,2
"13851",1998,"Croatia","Austria",0,0,0,1,270.6798,11,22,16
"13852",1998,"Croatia","Belgium",0,0,0,0,1024.412,11,22,8
"13853",1998,"Croatia","Croatia",-1,0,0,0,89.43428,-1,22,22
"13854",1998,"Croatia","Cyprus",4,0,0,0,1882.583,7,22,18
"13855",1998,"Croatia","Denmark",0,0,0,0,1123.37,11,22,17
"13856",1998,"Croatia","Estonia",0,0,0,0,1624.37,11,22,24
"13857",1998,"Croatia","Finland",0,0,0,0,1702.673,11,22,12
"13858",1998,"Croatia","France",0,0,0,0,1081.762,11,22,3
"13859",1998,"Croatia","Germany",0,0,0,0,912.2662,11,22,4
"13860",1998,"Croatia","Greece",0,0,0,0,1079.422,11,22,14
"13861",1998,"Croatia","Iceland",0,0,0,0,3089.354,11,22,19
"13862",1998,"Croatia","Ireland",2,0,0,0,1799.206,9,22,7
"13863",1998,"Croatia","Israel",0,0,0,0,2220.875,11,22,13
"13864",1998,"Croatia","Italy",0,0,0,0,517.0557,11,22,21
"13865",1998,"Croatia","Malta",7,0,0,0,1108.396,4,22,20
"13866",1998,"Croatia","Norway",0,0,0,0,1608.583,11,22,5
"13867",1998,"Croatia","Portugal",0,0,0,0,2200.561,11,22,9
"13868",1998,"Croatia","Slovenia",3,1,0,0,117.3451,8,22,23
"13869",1998,"Croatia","Spain",1,0,0,0,1702.46,10,22,1
"13870",1998,"Croatia","Sweden",0,0,0,0,1512.846,11,22,6
"13871",1998,"Croatia","Switzerland",0,0,0,0,667.2937,11,22,10
"13872",1998,"Croatia","The Netherlands",10,0,0,0,1085.255,2,22,11
"13873",1998,"Croatia","Turkey",5,0,0,0,1174.147,6,22,15
"13874",1998,"Croatia","United Kingdom",12,0,0,0,1341.216,1,22,2
"13876",1998,"Cyprus","Austria",0,0,0,0,2017.949,11,18,16
"13877",1998,"Cyprus","Belgium",6,0,0,0,2904.975,5,18,8
"13878",1998,"Cyprus","Croatia",7,0,0,0,1882.583,4,18,22
"13879",1998,"Cyprus","Cyprus",-1,0,0,0,36.17663,-1,18,18
"13880",1998,"Cyprus","Denmark",0,0,0,0,2777.919,11,18,17
"13881",1998,"Cyprus","Estonia",0,0,0,0,2772.545,11,18,24
"13882",1998,"Cyprus","Finland",0,0,0,0,2845.096,11,18,12
"13883",1998,"Cyprus","France",1,0,0,0,2954.551,10,18,3
"13884",1998,"Cyprus","Germany",0,0,0,0,2776.08,11,18,4
"13885",1998,"Cyprus","Greece",12,0,1,1,915.6595,1,18,14
"13886",1998,"Cyprus","Iceland",0,0,0,0,4882.096,11,18,19
"13887",1998,"Cyprus","Ireland",0,0,0,0,3680.572,11,18,7
"13888",1998,"Cyprus","Israel",10,0,0,0,365.6896,2,18,13
"13889",1998,"Cyprus","Italy",0,0,0,0,1957.84,11,18,21
"13890",1998,"Cyprus","Malta",5,0,0,0,1703.866,6,18,20
"13891",1998,"Cyprus","Norway",3,0,0,0,3202.21,8,18,5
"13892",1998,"Cyprus","Portugal",2,0,0,0,3766.31,9,18,9
"13893",1998,"Cyprus","Slovenia",0,0,0,0,1994.669,11,18,23
"13894",1998,"Cyprus","Spain",4,0,0,0,3288.066,7,18,1
"13895",1998,"Cyprus","Sweden",0,0,0,0,2912.221,11,18,6
"13896",1998,"Cyprus","Switzerland",0,0,0,0,2523.252,11,18,10
"13897",1998,"Cyprus","The Netherlands",0,0,0,0,2949.04,11,18,11
"13898",1998,"Cyprus","Turkey",0,0,1,1,759.5555,11,18,15
"13899",1998,"Cyprus","United Kingdom",8,0,0,1,3223.638,3,18,2
"13901",1998,"Denmark","Austria",-2,0,0,0,868.5304,-1,17,16
"13902",1998,"Denmark","Belgium",-2,0,0,0,767.1575,-1,17,8
"13903",1998,"Denmark","Croatia",-2,0,0,0,1123.37,-1,17,22
"13904",1998,"Denmark","Cyprus",-2,0,0,0,2777.919,-1,17,18
"13905",1998,"Denmark","Denmark",-2,0,0,0,78.08043,-1,17,17
"13906",1998,"Denmark","Estonia",-2,0,0,0,836.2802,-1,17,24
"13907",1998,"Denmark","Finland",-2,0,0,0,884.6371,-1,17,12
"13908",1998,"Denmark","France",-2,0,0,0,1027.609,-1,17,3
"13909",1998,"Denmark","Germany",-2,1,0,0,595.8536,-1,17,4
"13910",1998,"Denmark","Greece",-2,0,0,0,2135.535,-1,17,14
"13911",1998,"Denmark","Iceland",-2,0,0,1,2111.384,-1,17,19
"13912",1998,"Denmark","Ireland",-2,0,0,0,1240.498,-1,17,7
"13913",1998,"Denmark","Israel",-2,0,0,0,3141.281,-1,17,13
"13914",1998,"Denmark","Italy",-2,0,0,0,1534.086,-1,17,21
"13915",1998,"Denmark","Malta",-2,0,0,0,2204.997,-1,17,20
"13916",1998,"Denmark","Norway",-2,0,0,0,485.3148,-1,17,5
"13917",1998,"Denmark","Portugal",-2,0,0,0,2478.47,-1,17,9
"13918",1998,"Denmark","Slovenia",-2,0,0,0,1076.812,-1,17,23
"13919",1998,"Denmark","Spain",-2,0,0,0,2074.977,-1,17,1
"13920",1998,"Denmark","Sweden",-2,0,0,0,523.7871,-1,17,6
"13921",1998,"Denmark","Switzerland",-2,0,0,0,1033.508,-1,17,10
"13922",1998,"Denmark","The Netherlands",-2,0,0,0,622.9741,-1,17,11
"13923",1998,"Denmark","Turkey",-2,0,0,0,2018.479,-1,17,15
"13924",1998,"Denmark","United Kingdom",-2,0,0,0,959.5936,-1,17,2
"13926",1998,"Estonia","Austria",0,0,0,0,1360.358,11,24,16
"13927",1998,"Estonia","Belgium",6,0,0,0,1601.098,5,24,8
"13928",1998,"Estonia","Croatia",3,0,0,0,1624.37,8,24,22
"13929",1998,"Estonia","Cyprus",0,0,0,0,2772.545,11,24,18
"13930",1998,"Estonia","Denmark",0,0,0,0,836.2802,11,24,17
"13931",1998,"Estonia","Estonia",-1,0,0,0,79.98945,-1,24,24
"13932",1998,"Estonia","Finland",10,0,0,0,80.98481,2,24,12
"13933",1998,"Estonia","France",0,0,0,0,1859.091,11,24,3
"13934",1998,"Estonia","Germany",1,0,0,0,1421.076,10,24,4
"13935",1998,"Estonia","Greece",0,0,0,0,2384.76,11,24,14
"13936",1998,"Estonia","Iceland",0,0,0,0,2454.359,11,24,19
"13937",1998,"Estonia","Ireland",2,0,0,0,2005.127,9,24,7
"13938",1998,"Estonia","Israel",7,0,0,0,3132.21,4,24,13
"13939",1998,"Estonia","Italy",0,0,0,0,2126.436,11,24,21
"13940",1998,"Estonia","Malta",5,0,0,0,2719.935,6,24,20
"13941",1998,"Estonia","Norway",4,0,0,0,787.4166,7,24,5
"13942",1998,"Estonia","Portugal",0,0,0,0,3311.847,11,24,9
"13943",1998,"Estonia","Slovenia",0,0,0,0,1634.182,11,24,23
"13944",1998,"Estonia","Spain",0,0,0,0,2895.384,11,24,1
"13945",1998,"Estonia","Sweden",12,0,0,1,377.9402,1,24,6
"13946",1998,"Estonia","Switzerland",0,0,0,0,1794.213,11,24,10
"13947",1998,"Estonia","The Netherlands",0,0,0,0,1459.083,11,24,11
"13948",1998,"Estonia","Turkey",0,0,0,0,2066.79,11,24,15
"13949",1998,"Estonia","United Kingdom",8,0,0,0,1787.092,3,24,2
"13951",1998,"Finland","Austria",0,0,0,0,1437.813,11,12,16
"13952",1998,"Finland","Belgium",0,0,0,0,1651.582,11,12,8
"13953",1998,"Finland","Croatia",3,0,0,0,1702.673,8,12,22
"13954",1998,"Finland","Cyprus",0,0,0,0,2845.096,11,12,18
"13955",1998,"Finland","Denmark",0,0,0,0,884.6371,11,12,17
"13956",1998,"Finland","Estonia",12,0,0,0,80.98481,1,12,24
"13957",1998,"Finland","Finland",-1,0,0,0,218.2159,-1,12,12
"13958",1998,"Finland","France",0,0,0,0,1911.138,11,12,3
"13959",1998,"Finland","Germany",1,0,0,0,1474.956,10,12,4
"13960",1998,"Finland","Greece",0,0,0,0,2465.045,11,12,14
"13961",1998,"Finland","Iceland",0,0,0,0,2424.555,11,12,19
"13962",1998,"Finland","Ireland",0,0,0,0,2028.749,11,12,7
"13963",1998,"Finland","Israel",10,0,0,0,3203.884,2,12,13
"13964",1998,"Finland","Italy",0,0,0,0,2203.158,11,12,21
"13965",1998,"Finland","Malta",5,0,0,0,2799.607,6,12,20
"13966",1998,"Finland","Norway",2,1,0,0,791.2361,9,12,5
"13967",1998,"Finland","Portugal",0,0,0,0,3362.978,11,12,9
"13968",1998,"Finland","Slovenia",4,0,0,0,1710.822,7,12,23
"13969",1998,"Finland","Spain",0,0,0,0,2952.195,11,12,1
"13970",1998,"Finland","Sweden",6,1,1,1,397.8922,5,12,6
"13971",1998,"Finland","Switzerland",0,0,0,0,1859.36,11,12,10
"13972",1998,"Finland","The Netherlands",7,0,0,0,1505.523,4,12,11
"13973",1998,"Finland","Turkey",0,0,0,0,2143.137,11,12,15
"13974",1998,"Finland","United Kingdom",8,0,0,0,1826.928,3,12,2
"13976",1998,"France","Austria",0,0,0,0,1035.144,11,3,16
"13977",1998,"France","Belgium",7,1,1,0,262.3845,4,3,8
"13978",1998,"France","Croatia",8,0,0,0,1081.762,3,3,22
"13979",1998,"France","Cyprus",0,0,0,0,2954.551,11,3,18
"13980",1998,"France","Denmark",0,0,0,0,1027.609,11,3,17
"13981",1998,"France","Estonia",0,0,0,0,1859.091,11,3,24
"13982",1998,"France","Finland",0,0,0,0,1911.138,11,3,12
"13983",1998,"France","France",-1,0,0,0,278.1876,-1,3,3
"13984",1998,"France","Germany",0,1,0,0,439.8984,11,3,4
"13985",1998,"France","Greece",0,0,0,0,2098.726,11,3,14
"13986",1998,"France","Iceland",0,0,0,0,2234.723,11,3,19
"13987",1998,"France","Ireland",0,0,0,0,778.2031,11,3,7
"13988",1998,"France","Israel",12,0,0,0,3281.899,1,3,13
"13989",1998,"France","Italy",0,1,0,0,1109.901,11,3,21
"13990",1998,"France","Malta",6,0,0,0,1752.693,5,3,20
"13991",1998,"France","Norway",0,0,0,0,1342.89,11,3,5
"13992",1998,"France","Portugal",10,0,0,0,1452.86,2,3,9
"13993",1998,"France","Slovenia",0,0,0,0,965.7366,11,3,23
"13994",1998,"France","Spain",4,1,0,0,1054.656,7,3,1
"13995",1998,"France","Sweden",0,0,0,0,1545.797,11,3,6
"13996",1998,"France","Switzerland",0,1,1,0,436.0778,11,3,10
"13997",1998,"France","The Netherlands",5,0,0,0,427.9169,6,3,11
"13998",1998,"France","Turkey",0,0,0,0,2255.81,11,3,15
"13999",1998,"France","United Kingdom",3,0,0,0,342.9475,8,3,2
"14001",1998,"Germany","Austria",0,1,1,0,763.7314,11,4,16
"14002",1998,"Germany","Belgium",4,1,1,0,196.8761,7,4,8
"14003",1998,"Germany","Croatia",10,0,0,0,912.2662,2,4,22
"14004",1998,"Germany","Cyprus",0,0,0,0,2776.08,11,4,18
"14005",1998,"Germany","Denmark",0,1,0,0,595.8536,11,4,17
"14006",1998,"Germany","Estonia",0,0,0,0,1421.076,11,4,24
"14007",1998,"Germany","Finland",0,0,0,0,1474.956,11,4,12
"14008",1998,"Germany","France",0,1,0,0,439.8984,11,4,3
"14009",1998,"Germany","Germany",-1,0,0,0,224.8358,-1,4,4
"14010",1998,"Germany","Greece",0,0,0,0,1990.582,11,4,14
"14011",1998,"Germany","Iceland",0,0,0,0,2189.024,11,4,19
"14012",1998,"Germany","Ireland",2,0,0,0,920.8693,9,4,7
"14013",1998,"Germany","Israel",7,0,0,0,3122.905,4,4,13
"14014",1998,"Germany","Italy",0,0,0,0,1146.023,11,4,21
"14015",1998,"Germany","Malta",8,0,0,0,1833.687,3,4,20
"14016",1998,"Germany","Norway",3,0,0,0,969.2816,8,4,5
"14017",1998,"Germany","Portugal",0,0,0,0,1892.032,11,4,9
"14018",1998,"Germany","Slovenia",0,0,0,0,814.8665,11,4,23
"14019",1998,"Germany","Spain",0,0,0,0,1479.332,11,4,1
"14020",1998,"Germany","Sweden",0,0,0,0,1118.929,11,4,6
"14021",1998,"Germany","Switzerland",0,1,1,0,503.8007,11,4,10
"14022",1998,"Germany","The Netherlands",6,1,0,0,173.5239,5,4,11
"14023",1998,"Germany","Turkey",12,0,0,0,2038.332,1,4,15
"14024",1998,"Germany","United Kingdom",1,0,0,0,495.3633,10,4,2
"14026",1998,"Greece","Austria",0,0,0,0,1283.6,11,14,16
"14027",1998,"Greece","Belgium",4,0,0,0,2089.225,7,14,8
"14028",1998,"Greece","Croatia",5,0,0,0,1079.422,6,14,22
"14029",1998,"Greece","Cyprus",12,0,1,1,915.6595,1,14,18
"14030",1998,"Greece","Denmark",0,0,0,0,2135.535,11,14,17
"14031",1998,"Greece","Estonia",0,0,0,0,2384.76,11,14,24
"14032",1998,"Greece","Finland",0,0,0,0,2465.045,11,14,12
"14033",1998,"Greece","France",0,0,0,0,2098.726,11,14,3
"14034",1998,"Greece","Germany",3,0,0,0,1990.582,8,14,4
"14035",1998,"Greece","Greece",-1,0,0,0,136.4572,-1,14,14
"14036",1998,"Greece","Iceland",0,0,0,0,4166.699,11,14,19
"14037",1998,"Greece","Ireland",0,0,0,0,2855.222,11,14,7
"14038",1998,"Greece","Israel",10,0,0,0,1200.514,2,14,13
"14039",1998,"Greece","Italy",0,0,0,0,1050.411,11,14,21
"14040",1998,"Greece","Malta",6,0,0,0,850.6025,5,14,20
"14041",1998,"Greece","Norway",0,0,0,0,2606.405,11,14,5
"14042",1998,"Greece","Portugal",1,0,0,0,2853.773,10,14,9
"14043",1998,"Greece","Slovenia",2,0,0,0,1176.784,9,14,23
"14044",1998,"Greece","Spain",0,0,0,0,2372.903,11,14,1
"14045",1998,"Greece","Sweden",0,0,0,0,2408.377,11,14,6
"14046",1998,"Greece","Switzerland",0,0,0,0,1662.651,11,14,10
"14047",1998,"Greece","The Netherlands",8,0,0,0,2162.912,3,14,11
"14048",1998,"Greece","Turkey",0,1,0,1,560.7139,11,14,15
"14049",1998,"Greece","United Kingdom",7,0,0,0,2394.85,4,14,2
"14051",1998,"Iceland","Austria",-2,0,0,0,2891.521,-1,19,16
"14052",1998,"Iceland","Belgium",-2,0,0,0,2133.168,-1,19,8
"14053",1998,"Iceland","Croatia",-2,0,0,0,3089.354,-1,19,22
"14054",1998,"Iceland","Cyprus",-2,0,0,0,4882.096,-1,19,18
"14055",1998,"Iceland","Denmark",-2,0,0,1,2111.384,-1,19,17
"14056",1998,"Iceland","Estonia",-2,0,0,0,2454.359,-1,19,24
"14057",1998,"Iceland","Finland",-2,0,0,0,2424.555,-1,19,12
"14058",1998,"Iceland","France",-2,0,0,0,2234.723,-1,19,3
"14059",1998,"Iceland","Germany",-2,0,0,0,2189.024,-1,19,4
"14060",1998,"Iceland","Greece",-2,0,0,0,4166.699,-1,19,14
"14061",1998,"Iceland","Iceland",-2,0,0,0,120.6064,-1,19,19
"14062",1998,"Iceland","Ireland",-2,0,0,0,1499.031,-1,19,7
"14063",1998,"Iceland","Israel",-2,0,0,0,5242.824,-1,19,13
"14064",1998,"Iceland","Italy",-2,0,0,0,3307.978,-1,19,21
"14065",1998,"Iceland","Malta",-2,0,0,0,3978.502,-1,19,20
"14066",1998,"Iceland","Norway",-2,0,0,0,1749.596,-1,19,5
"14067",1998,"Iceland","Portugal",-2,0,0,0,2952.572,-1,19,9
"14068",1998,"Iceland","Slovenia",-2,0,0,0,2999.913,-1,19,23
"14069",1998,"Iceland","Spain",-2,0,0,0,2894.701,-1,19,1
"14070",1998,"Iceland","Sweden",-2,0,0,0,2138.135,-1,19,6
"14071",1998,"Iceland","Switzerland",-2,0,0,0,2617.349,-1,19,10
"14072",1998,"Iceland","The Netherlands",-2,0,0,0,2022.635,-1,19,11
"14073",1998,"Iceland","Turkey",-2,0,0,0,4123.079,-1,19,15
"14074",1998,"Iceland","United Kingdom",-2,0,0,0,1891.859,-1,19,2
"14076",1998,"Ireland","Austria",0,0,0,0,1681.996,11,7,16
"14077",1998,"Ireland","Belgium",7,0,0,0,775.6281,4,7,8
"14078",1998,"Ireland","Croatia",3,0,0,0,1799.206,8,7,22
"14079",1998,"Ireland","Cyprus",0,0,0,0,3680.572,11,7,18
"14080",1998,"Ireland","Denmark",0,0,0,0,1240.498,11,7,17
"14081",1998,"Ireland","Estonia",1,0,0,0,2005.127,10,7,24
"14082",1998,"Ireland","Finland",0,0,0,0,2028.749,11,7,12
"14083",1998,"Ireland","France",0,0,0,0,778.2031,11,7,3
"14084",1998,"Ireland","Germany",8,0,0,0,920.8693,3,7,4
"14085",1998,"Ireland","Greece",0,0,0,0,2855.222,11,7,14
"14086",1998,"Ireland","Iceland",0,0,0,0,1499.031,11,7,19
"14087",1998,"Ireland","Ireland",-1,0,0,0,99.71606,-1,7,7
"14088",1998,"Ireland","Israel",6,0,1,0,4019.906,5,7,13
"14089",1998,"Ireland","Italy",0,0,0,0,1887.733,11,7,21
"14090",1998,"Ireland","Malta",12,0,1,0,2525.637,1,7,20
"14091",1998,"Ireland","Norway",4,0,0,0,1267.015,7,7,5
"14092",1998,"Ireland","Portugal",0,0,0,0,1639.821,11,7,9
"14093",1998,"Ireland","Slovenia",0,0,0,0,1689.878,11,7,23
"14094",1998,"Ireland","Spain",0,0,0,0,1450.236,11,7,1
"14095",1998,"Ireland","Sweden",2,0,0,0,1631.147,9,7,6
"14096",1998,"Ireland","Switzerland",0,0,0,0,1203.958,11,7,10
"14097",1998,"Ireland","The Netherlands",10,0,0,0,756.7269,2,7,11
"14098",1998,"Ireland","Turkey",0,0,0,0,2953.092,11,7,15
